Run 1: Wavelength (nm),Run 1: Intensity (rel),Run 2: Wavelength (nm),Run 2: Intensity (rel),Run 3: Wavelength (nm),Run 3: Intensity (rel),Run 4: Wavelength (nm),Run 4: Intensity (rel)
350,0.01749750973,350,0.021689865,350,0.1626653514,350,0.1950498291
350.7,0.01743868976,350.7,0.02063583198,350.7,0.1512698635,350.7,0.1861514583
351.3,0.01757800022,351.3,0.02232321965,351.3,0.1626008791,351.3,0.1958792217
352,0.01816852177,352,0.02312484565,352,0.1689030513,352,0.2054079309
352.6,0.01734659007,352.6,0.02390310063,352.6,0.1686935162,352.6,0.2067640889
353.3,0.01777148696,353.3,0.02105105711,353.3,0.154122765,353.3,0.1850388585
353.9,0.0180980926,353.9,0.0213875998,353.9,0.1577009805,353.9,0.1915348229
354.6,0.01764068992,354.6,0.02224297915,354.6,0.165340954,354.6,0.2009162644
355.2,0.01787519586,355.2,0.02067010948,355.2,0.1532201521,355.2,0.1842555882
355.9,0.01753543313,355.9,0.02229984863,355.9,0.1606989447,355.9,0.1919741987
356.5,0.01766932596,356.5,0.02139461111,356.5,0.1553316216,356.5,0.1901373976
357.2,0.01730557087,357.2,0.02254836048,357.2,0.1587325381,357.2,0.1911747452
357.8,0.01727538694,357.8,0.02124737368,357.8,0.1558312823,357.8,0.1879275721
358.5,0.01759812284,358.5,0.02171946829,358.5,0.1574914453,358.5,0.1895895939
359.1,0.01801605421,359.1,0.02150523394,359.1,0.1591032541,359.1,0.1909797368
359.8,0.01797271318,359.8,0.023293117,359.8,0.1753502863,359.8,0.2064825
360.4,0.01707338678,360.4,0.02194071395,360.4,0.1626008791,360.4,0.1961891313
361.1,0.01795800819,361.1,0.02247123612,361.1,0.1713046464,361.1,0.1978034124
361.8,0.01723127196,361.8,0.02148497906,361.8,0.1612791959,361.8,0.197964436
362.4,0.01779547932,362.4,0.02198122372,362.4,0.1586197115,362.4,0.1937139002
363.1,0.01758496574,363.1,0.02094510848,363.1,0.1532846245,363.1,0.1845889636
363.7,0.01756252128,363.7,0.02181373141,363.7,0.1729809275,363.7,0.1975541901
364.4,0.01753698103,364.4,0.02315834412,364.4,0.1721427869,364.4,0.2042459721
365,0.01763062861,365,0.02054390597,365,0.1660662679,365,0.1894601277
365.7,0.01797039134,365.7,0.02205834809,365.7,0.1716914805,365.7,0.2071978005
366.3,0.01767783938,366.3,0.02322066684,366.3,0.185778689,366.3,0.2143168208
367,0.01797193924,367,0.02327675729,367,0.1912266026,367,0.2260383631
367.6,0.01784655982,367.6,0.02406513971,367.6,0.1923871049,367.6,0.2286600528
368.3,0.01790537979,368.3,0.02257718474,368.3,0.1944179839,368.3,0.2278080036
368.9,0.01818013098,368.9,0.02153717433,368.9,0.1655988434,368.9,0.2063109573
369.6,0.01752691971,369.6,0.02066855141,369.6,0.1642288059,369.6,0.1939768783
370.2,0.01788525717,370.2,0.02231387125,370.2,0.1740608393,370.2,0.2082998812
370.9,0.01778928775,370.9,0.02127853504,370.9,0.164244924,370.9,0.1943159178
371.5,0.01797426108,371.5,0.02284828858,371.5,0.1719332518,371.5,0.2042168422
372.2,0.01775910381,372.2,0.02198901406,372.2,0.1714658272,372.2,0.2013046628
372.8,0.01811821522,372.8,0.02138604174,372.8,0.167371833,372.8,0.1965791481
373.5,0.01818322677,373.5,0.02163533262,373.5,0.1628587685,373.5,0.1972289064
374.1,0.01792240663,374.1,0.02182307982,374.1,0.1644544592,374.1,0.1944202999
374.8,0.01737367821,374.8,0.02162910035,374.8,0.1655021348,374.8,0.1953136164
375.4,0.01747119553,375.4,0.02251564106,375.4,0.1753664044,375.4,0.2046926303
376.1,0.01710124887,376.1,0.02056727699,376.1,0.1510442103,376.1,0.1891631647
376.7,0.0174541687,376.7,0.02324871206,376.7,0.1821521193,376.7,0.2170364193
377.4,0.01714536385,377.4,0.02269092371,377.4,0.1787028486,377.4,0.2160621865
378,0.01829854487,378,0.0231809361,378,0.1766880876,378,0.2176489561
378.7,0.01757567838,378.7,0.02291216937,378.7,0.1869875456,378.7,0.2258085607
379.3,0.01771034515,379.3,0.02483638338,379.3,0.2128248399,379.3,0.257214623
380,0.01760818415,380,0.02290282096,380,0.2040727184,380,0.2418073411
380.6,0.01727925668,380.6,0.02342866892,380.6,0.1871164903,380.6,0.2228607781
381.3,0.0178922227,381.3,0.02355253533,381.3,0.1910009494,381.3,0.2218331405
381.9,0.01779160959,381.9,0.02319807485,381.9,0.1779452984,381.9,0.2125229054
382.6,0.0178279851,382.6,0.02151925655,382.6,0.1698379004,382.6,0.2015902975
383.2,0.01764997729,383.2,0.0233640091,383.2,0.2002204954,383.2,0.2331177344
383.9,0.0177621996,383.9,0.02258653315,383.9,0.18374781,383.9,0.2170873966
384.5,0.01708267414,384.5,0.02166493591,384.5,0.1788479113,384.5,0.2220119656
385.2,0.01773433751,385.2,0.02334609131,385.2,0.2041694269,385.2,0.2380625325
385.8,0.01828693566,385.8,0.02400281699,385.8,0.2322148992,385.8,0.2772139077
386.5,0.0179943837,386.5,0.02318872644,386.5,0.2314734672,386.5,0.2681504675
387.1,0.01740618398,387.1,0.0250085499,387.1,0.2338589442,387.1,0.2714874577
387.8,0.01777226091,387.8,0.02292930812,387.8,0.1944824563,387.8,0.2347959395
388.4,0.01769718805,388.4,0.02404176869,388.4,0.2258482547,388.4,0.2670702343
389.1,0.01735510348,389.1,0.02227336148,389.1,0.1992372921,389.1,0.2337221795
389.7,0.01785197745,389.7,0.02444219217,389.7,0.186149405,389.7,0.220925259
390.4,0.01797426108,390.4,0.02285997409,390.4,0.176575261,390.4,0.2090240825
391,0.01780941037,391,0.02166961012,391,0.1654376625,391,0.1982557348
391.7,0.01746964764,391.7,0.02271741086,391.7,0.1765269067,391.7,0.2085337294
392.3,0.0180833876,392.3,0.02320430712,392.3,0.1905335248,392.3,0.2226908538
393,0.01728003062,393,0.02262548485,393,0.173271053,393,0.2053067854
393.6,0.01770260568,393.6,0.0233710204,393.6,0.1799600594,393.6,0.2115947949
394.3,0.01774594671,394.3,0.02261457838,394.3,0.18265178,394.3,0.2190536639
394.9,0.01756329522,394.9,0.02260211383,394.9,0.1823133002,394.9,0.2161649502
395.6,0.0180702305,395.6,0.02495245945,395.6,0.2106650162,395.6,0.2424595269
396.2,0.01828538777,396.2,0.02490883354,396.2,0.2490260646,396.2,0.292439937
396.9,0.01766932596,396.9,0.02531860544,396.9,0.2703664125,396.9,0.3079548377
397.5,0.01728854404,397.5,0.02357201118,397.5,0.2072963359,397.5,0.2418542726
398.2,0.01808261366,398.2,0.02337024137,398.2,0.2180471003,398.2,0.2542239548
398.8,0.01735665138,398.8,0.02518305352,398.8,0.2366473733,398.8,0.27897222
399.5,0.01795723424,399.5,0.02546584286,399.5,0.2185306429,399.5,0.2608202555
400.1,0.01764223782,400.1,0.02543935571,400.1,0.2060874793,400.1,0.2458895709
400.8,0.01735123375,400.8,0.02184255567,400.8,0.1763334897,400.8,0.2076549779
401.4,0.01791931084,401.4,0.02181840561,401.4,0.1757693566,401.4,0.2008782337
402.1,0.01740541004,402.1,0.02262236872,402.1,0.1854885634,402.1,0.2234231467
402.7,0.01762753282,402.7,0.02268313337,402.7,0.182281064,402.7,0.2157749334
403.4,0.01737213032,403.4,0.02167350529,403.4,0.1803307754,403.4,0.206938059
404,0.01758883547,404,0.02365303072,404,0.1937087881,404,0.2346284426
404.7,0.01787983954,404.7,0.0225304427,404.7,0.1974965386,404.7,0.2314193003
405.3,0.01817703519,405.3,0.02362654356,405.3,0.2417245709,405.3,0.2848200445
406,0.01802611553,406,0.02622384296,406,0.3045689943,406,0.3595106891
406.6,0.01852221555,406.6,0.02575096931,406.6,0.2726551809,406.6,0.3169697281
407.3,0.01765539492,407.3,0.02230997608,407.3,0.2145817115,407.3,0.2481649386
407.9,0.01730866666,407.9,0.02448348097,407.9,0.2223022754,407.9,0.2611819516
408.6,0.01851060634,408.6,0.0257416209,408.6,0.2548769303,408.6,0.2964153572
409.2,0.01862824629,409.2,0.03128756405,409.2,0.4364794228,409.2,0.4807411808
409.9,0.01883489013,409.9,0.03018600995,409.9,0.3944918048,409.9,0.4357605918
410.5,0.01710047492,410.5,0.0216532504,410.5,0.1577170986,410.5,0.188803087
411.2,0.01791311926,411.2,0.02354162885,411.2,0.1638903261,411.2,0.1928472861
411.8,0.01767938727,411.8,0.02264885587,411.8,0.1613597863,411.8,0.1869039803
412.5,0.01776684328,412.5,0.02169298114,412.5,0.1582489954,412.5,0.1916578158
413.1,0.01713917227,413.1,0.02212300791,413.1,0.1534135692,413.1,0.1844400775
413.8,0.01753852892,413.8,0.02209963689,413.8,0.1640192708,413.8,0.1944656131
414.4,0.01813911179,414.4,0.02125282692,414.4,0.1685162172,414.4,0.1955774037
415.1,0.01789996217,415.1,0.02368341304,415.1,0.200317204,415.1,0.2415573096
415.8,0.01763682019,415.8,0.02470005243,415.8,0.2291846988,415.8,0.2648296606
416.4,0.01830860618,416.4,0.02455125693,416.4,0.2511052979,416.4,0.30205199
417.1,0.01824436858,417.1,0.02649338873,417.1,0.2935925767,417.1,0.3503687601
417.7,0.01772891988,417.7,0.02342944795,417.7,0.1980445536,417.7,0.2370170933
418.4,0.0178906748,418.4,0.02153250013,418.4,0.1715464177,418.4,0.2043454992
419.1,0.01750137946,419.1,0.02275324643,419.1,0.2176602662,419.1,0.2534212646
419.7,0.01806636077,419.7,0.02419368032,419.7,0.2470596579,419.7,0.2910999623
420.4,0.01846958715,420.4,0.02431832576,420.4,0.2404028877,420.4,0.2840990798
421,0.01774749461,421,0.02153951144,421,0.1764946706,421,0.2050737464
421.7,0.01708576993,421.7,0.02111415887,421.7,0.1547836066,421.7,0.1882892682
422.4,0.01718793093,422.4,0.02047768808,422.4,0.1398099033,422.4,0.1655509651
423,0.0178395943,423,0.02132060288,423,0.1421631441,423,0.1670883757
423.7,0.01710279676,423.7,0.0210440458,423.7,0.1322021659,423.7,0.15729507
424.3,0.01766777807,424.3,0.02295735334,424.3,0.1400677927,424.3,0.1723382284
425,0.01746190817,425,0.02075268708,425,0.1284144154,425,0.1563701962
425.7,0.017040881,425.7,0.02192279617,425.7,0.1286884229,425.7,0.1540559886
426.3,0.01747429132,426.3,0.01988250609,426.3,0.1221605974,426.3,0.143609688
427,0.01706255152,427,0.02082124208,427,0.1258999937,427,0.1500344461
427.6,0.01736748663,427.6,0.02045665416,427.6,0.1266736619,427.6,0.1523874935
428.3,0.01774130303,428.3,0.02230919704,428.3,0.1459831308,428.3,0.1627464044
429,0.01782566325,429,0.02156210342,429,0.1365379315,429,0.1600446076
429.6,0.01696580814,429.6,0.02076982583,429.6,0.1434525911,429.6,0.1652353913
430.3,0.01791621505,430.3,0.02248993293,430.3,0.1425983324,430.3,0.1736458366
430.9,0.01762521098,430.9,0.02151614042,430.9,0.1479978918,430.9,0.1706543592
431.6,0.01813833784,431.6,0.02308199878,431.6,0.2128248399,431.6,0.2401267085
432.3,0.01940296723,432.3,0.03285731758,432.3,0.4776289004,432.3,0.5255591279
432.9,0.02281916926,432.9,0.0895055549,432.9,0.989684424,432.9,1.013650588
433.6,0.0227440964,433.6,0.08945413866,433.6,0.8955870288,433.6,0.9134567286
434.2,0.01782101957,434.2,0.0208492873,434.2,0.1468535075,434.2,0.1666433358
434.9,0.01809190102,434.9,0.02382987144,434.9,0.1734967063,434.9,0.1886914224
435.6,0.0175052492,435.6,0.02164078586,435.6,0.1425016239,435.6,0.1637513855
436.2,0.01746113422,436.2,0.02040212178,436.2,0.1197428843,436.2,0.1444852029
436.9,0.01654091124,436.9,0.02050884944,436.9,0.1288496037,436.9,0.1486240741
437.5,0.01769873595,437.5,0.02288568221,437.5,0.1454351158,437.5,0.1686249772
438.2,0.01781095826,438.2,0.02229595346,438.2,0.1421631441,438.2,0.1732477282
438.9,0.01694336368,438.9,0.02079085975,438.9,0.1326051181,438.9,0.1629066188
439.5,0.01750911893,439.5,0.02030707963,439.5,0.149335693,439.5,0.1779659604
440.2,0.0182892575,440.2,0.02242059891,440.2,0.2074252806,440.2,0.2395708132
440.8,0.01818322677,440.8,0.02290437903,440.8,0.2410959655,440.8,0.2770083802
441.5,0.01802224579,441.5,0.02379325684,441.5,0.1915973186,441.5,0.2241772871
442.2,0.01722430644,442.2,0.02070984021,442.2,0.1417279557,442.2,0.1692593613
442.8,0.01690621423,442.8,0.02137279816,442.8,0.1473209321,442.8,0.1781059457
443.5,0.01747816105,443.5,0.02376365354,443.5,0.2009780456,443.5,0.2338039051
444.1,0.01766158649,444.1,0.02419212225,444.1,0.2330046855,444.1,0.2712455178
444.8,0.01802379368,444.8,0.02490260127,444.8,0.2212384816,444.8,0.2576070673
445.5,0.01795259056,445.5,0.02240501823,445.5,0.1981573802,445.5,0.2289723899
446.1,0.01751144077,446.1,0.02250707168,446.1,0.1588614828,446.1,0.1921530238
446.8,0.01720186198,446.8,0.02167973756,446.8,0.1618916832,446.8,0.1917791903
447.4,0.01799515765,447.4,0.02271351569,447.4,0.1842797068,447.4,0.2228081825
448.1,0.01806713472,448.1,0.02406513971,448.1,0.2244620991,448.1,0.267232067
448.8,0.0178906748,448.8,0.02422639975,448.8,0.2120028174,448.8,0.2482798398
449.4,0.01804623815,449.4,0.02147718872,449.4,0.1740930755,449.4,0.2034643202
450.1,0.01764378571,450.1,0.02126295436,450.1,0.1502383059,450.1,0.1735082788
450.8,0.01724597696,450.8,0.02116090091,450.8,0.1557184557,450.8,0.1809420637
451.4,0.01764068992,451.4,0.02141252889,451.4,0.1551382045,451.4,0.1831891107
452.1,0.01784191614,452.1,0.02121387522,452.1,0.1558151642,452.1,0.1870350648
452.8,0.01759193126,452.8,0.02190877356,452.8,0.1630360674,452.8,0.1953370821
453.4,0.01728003062,453.4,0.02221960813,453.4,0.1390523532,453.4,0.1722807778
454.1,0.01768557885,454.1,0.02126996567,454.1,0.1680487927,454.1,0.1926741251
454.8,0.01777845249,454.8,0.02275324643,454.8,0.1845053601,454.8,0.2143855997
455.5,0.01747738711,455.5,0.02322845718,455.5,0.1914200196,455.5,0.2253999331
456.1,0.01814065968,456.1,0.02384311501,456.1,0.2276857166,456.1,0.274547714
456.8,0.01763759413,456.8,0.02350267715,456.8,0.2569239275,456.8,0.2910166184
457.5,0.01809964049,457.5,0.02408773169,457.5,0.2117771642,457.5,0.2536089905
458.2,0.01722275855,458.2,0.0194703971,458.2,0.1024159401,458.2,0.1226750103
458.8,0.01687680424,458.8,0.01979914945,458.8,0.09791899372,458.8,0.1183726881
459.5,0.01682108006,459.5,0.02041302825,459.5,0.1049464799,459.5,0.1209692937
460.2,0.01734117244,460.2,0.02024164077,460.2,0.1097013157,460.2,0.1284572926
460.8,0.01752150209,460.8,0.0215706728,460.8,0.1449676913,460.8,0.1756072489
461.5,0.01783727246,461.5,0.02271974797,461.5,0.218740178,461.5,0.2591962644
462.2,0.01804082052,462.2,0.02654168884,462.2,0.3375466014,462.2,0.3881049084
462.9,0.01808880523,462.9,0.02517292608,462.9,0.2825355686,462.9,0.3342437501
463.5,0.01731640613,463.5,0.02042471376,463.5,0.1015133272,463.5,0.1249026374
464.2,0.01715465121,464.2,0.0210004199,464.2,0.1107006371,464.2,0.1355350456
464.9,0.01752691971,464.9,0.0225327798,464.9,0.1267864885,464.9,0.1562002718
465.6,0.01755091207,465.6,0.02305706969,465.6,0.144548621,465.6,0.1712401935
466.2,0.0171066665,466.2,0.02087577446,466.2,0.127237795,466.2,0.1547963732
466.9,0.01695574683,466.9,0.02089914548,466.9,0.1359576803,466.9,0.158819534
467.6,0.01781637589,467.6,0.02135332231,467.6,0.1457091233,467.6,0.1762003657
468.3,0.01713530254,468.3,0.02007025329,468.3,0.1084763411,468.3,0.1394157937
468.9,0.01737367821,468.9,0.0190512768,468.9,0.07509578174,468.9,0.09120097825
469.6,0.01720960145,469.6,0.01911126242,469.6,0.07564379671,469.6,0.09419407398
470.3,0.01688376976,470.3,0.0214195402,470.3,0.1039310404,470.3,0.128577858
470.9,0.01690698817,470.9,0.02016607447,470.9,0.1164870306,470.9,0.1397394591
471.6,0.01739380083,471.6,0.02116557511,471.6,0.1286239505,471.6,0.1554461315
472.3,0.01721888881,472.3,0.02002740642,472.3,0.0886188572,472.3,0.107755654
473,0.01642714104,473,0.01920163036,473,0.07548261584,473,0.08928245162
473.6,0.01661830594,473.6,0.01842025925,473.6,0.0783838716,473.6,0.09206192819
474.3,0.01642017551,474.3,0.01990665614,474.3,0.07781973853,474.3,0.09411073014
475,0.01712137149,475,0.0207690468,475,0.08350942344,475,0.09824231889
475.7,0.01760663625,475.7,0.01785078538,475.7,0.06698838369,475.7,0.08238109626
476.3,0.01742553266,476.3,0.02080955657,476.3,0.08765177194,476.3,0.1081642815
477,0.01648131733,477,0.01896012982,477,0.08320317978,477,0.1020915096
477.7,0.01704397679,477.7,0.0206934805,477.7,0.1039793946,477.7,0.12594484
478.4,0.01679321796,478.4,0.02038809916,478.4,0.1047530628,478.4,0.1264780787
479,0.01760818415,479,0.02099107149,479,0.1085408134,479,0.1340291924
479.7,0.0168497161,479.7,0.01848647714,479.7,0.08354165962,479.7,0.09957743864
480.4,0.0165517465,480.4,0.01995184012,480.4,0.08612055362,480.4,0.1006641452
481,0.01720727961,481,0.01930134672,481,0.08728105593,481,0.1028221842
481.7,0.01703081969,481.7,0.01976487195,481.7,0.09864430766,481.7,0.1179106557
482.4,0.01734039849,482.4,0.02130813833,482.4,0.1323472287,482.4,0.1482623781
483.1,0.01813137232,483.1,0.02262938002,483.1,0.2074413987,483.1,0.2380374484
483.7,0.02026437023,483.7,0.03167708105,483.7,0.4808041636,483.7,0.5195551349
484.4,0.0241472623,484.4,0.1217271807,484.4,1.016118088,484.4,1.01618327
485.1,0.04425904888,485.1,0.4895597757,485.1,1.016118088,485.1,1.01618327
485.7,0.08281167049,485.7,0.942488593,485.7,1.016118088,485.7,1.01618327
486.4,0.02653643667,486.4,0.1823671883,486.4,1.016118088,486.4,1.01618327
487,0.01790847558,487,0.02257796378,487,1.016118088,487,1.01618327
487.7,0.01708344809,487.7,0.01887755221,487.7,0.08305811699,487.7,0.1036062636
488.3,0.01721192329,488.3,0.01950779073,488.3,0.08052757724,488.3,0.09539972757
489,0.01746113422,489,0.0206545288,489,0.08818366883,489,0.1026158475
489.7,0.01704552468,489.7,0.01949922136,489.7,0.08238115731,489.7,0.09826012049
490.3,0.0171561991,490.3,0.01792089844,490.3,0.06764922528,490.3,0.08955028474
491,0.01719954014,491,0.01968151531,491,0.09957915673,491,0.1157437159
491.6,0.01783882035,491.6,0.02208249814,491.6,0.1694671844,491.6,0.1946573848
492.3,0.01816542598,492.3,0.02525472465,492.3,0.2617432356,492.3,0.3046769164
492.9,0.01746500396,492.9,0.02434792905,492.9,0.2296521233,492.9,0.2699071614
493.6,0.01642791498,493.6,0.01914086571,493.6,0.09100433415,493.6,0.1111670872
494.2,0.01628241295,494.2,0.01991210938,494.2,0.07388692517,494.2,0.08755569675
494.9,0.01674987693,494.9,0.01904192839,494.9,0.07757796722,494.9,0.09761845385
495.5,0.01769022253,495.5,0.01837195914,495.5,0.07085672471,495.5,0.08954138394
496.2,0.01702230627,496.2,0.01914398185,496.2,0.09519503692,496.2,0.1114025538
496.8,0.01732259771,496.8,0.01971345571,496.8,0.09833806399,496.8,0.1180967633
497.5,0.01720263592,497.5,0.01884093761,497.5,0.06839065731,497.5,0.0806163107
498.2,0.01674523325,498.2,0.01769419955,498.2,0.05133772068,498.2,0.06238342989
498.8,0.01672356274,498.8,0.02003285965,498.8,0.07820657263,498.8,0.09056012077
499.5,0.01682108006,499.5,0.02015672606,499.5,0.08392849372,499.5,0.1013753999
500.1,0.01734813796,500.1,0.02191734293,500.1,0.1236273434,500.1,0.145732933
500.8,0.01730170114,500.8,0.02125750112,500.8,0.1298005709,500.8,0.1508039606
501.4,0.01681411453,501.4,0.01806969394,501.4,0.06291050754,501.4,0.07679705905
502.1,0.01668873512,502.1,0.0193971679,502.1,0.05647939061,502.1,0.07262582128
502.7,0.01634123292,502.7,0.01959737964,502.7,0.05841356111,502.7,0.06909867765
503.4,0.01686209925,503.4,0.01801126639,503.4,0.04843646492,503.4,0.06216657407
504,0.01634045897,504,0.01881522949,504,0.05680175236,504,0.07015868181
504.7,0.01630176162,504.7,0.01846778032,504.7,0.06714956457,504.7,0.08206066752
505.3,0.01761979335,505.3,0.01941898085,505.3,0.075144136,505.3,0.08892803802
506,0.01729550956,506,0.0203888782,506,0.08197820512,506,0.09787576784
506.7,0.01722508039,506.7,0.0180619036,506.7,0.06834230305,506.7,0.08251784489
507.3,0.01640856631,507.3,0.01885963443,507.3,0.07146921204,507.3,0.08833653951
508,0.01656567755,508,0.01904816066,508,0.0610246913,508,0.07477981448
508.6,0.01685126399,508.6,0.0187856262,508.6,0.04995156515,508.6,0.06024804745
509.3,0.01701843654,509.3,0.01977344133,509.3,0.0617983595,509.3,0.07144444259
509.9,0.01661907989,509.9,0.01896714112,509.9,0.05928393784,509.9,0.07082705085
510.6,0.01669879643,510.6,0.01762097035,510.6,0.045873689,510.6,0.05583810645
511.2,0.01623907192,511.2,0.01756565893,511.2,0.04235994591,511.2,0.04603994581
511.9,0.01693020658,511.9,0.01701877706,511.9,0.03431702022,511.9,0.04211307542
512.5,0.01651304915,512.5,0.01814759734,512.5,0.04372998335,512.5,0.04883641482
513.2,0.01710357071,513.2,0.01655680989,513.2,0.03457490962,513.2,0.0408459254
513.8,0.01643023682,513.8,0.01843116572,513.8,0.04843646492,513.8,0.05832385668
514.5,0.01601075755,514.5,0.01889391193,514.5,0.050660761,514.5,0.05778171715
515.2,0.01675219877,515.2,0.01728442766,515.2,0.0392652731,515.2,0.04970788389
515.8,0.01679244402,515.8,0.01875290677,515.8,0.0585586239,515.8,0.0642623075
516.5,0.01666629066,516.5,0.01919228195,516.5,0.04838811065,516.5,0.06189712263
517.1,0.01604635912,517.1,0.01914398185,517.1,0.05254657724,517.1,0.06287135547
517.8,0.01653471967,517.8,0.01822939591,517.8,0.04775950524,517.8,0.05572725106
518.4,0.01644107208,518.4,0.0170335787,518.4,0.04717925409,518.4,0.055954626
519.1,0.01680637506,519.1,0.0182473137,519.1,0.05444851158,519.1,0.05917671499
519.7,0.01654865071,519.7,0.01784766925,519.7,0.04126391595,519.7,0.04722375199
520.4,0.01622901061,520.4,0.01703981098,520.4,0.03720215789,520.4,0.04161543988
521,0.01657341702,521,0.01729767123,521,0.03658967056,521,0.04614270957
521.7,0.01691550159,521.7,0.01944001477,521.7,0.05643103634,521.7,0.06451881232
522.3,0.01656799939,522.3,0.01724313885,522.3,0.03552587678,522.3,0.04227733561
523,0.0170671952,523,0.01865085331,523,0.04269842575,523,0.04992312138
523.7,0.01668409144,523.7,0.01834157681,523.7,0.04959696722,523.7,0.05772183905
524.3,0.0164627426,524.3,0.0184420722,524.3,0.05589913946,524.3,0.06591461933
525,0.01704552468,525,0.02022060685,525,0.07612733934,525,0.08802986655
525.6,0.01717245199,525.6,0.01971735088,525.6,0.07464447528,525.6,0.08739386405
526.3,0.01633658924,526.3,0.02103080223,526.3,0.07266195051,526.3,0.08730485607
526.9,0.01646429049,526.9,0.01892195715,526.9,0.05280446664,526.9,0.05839101725
527.6,0.01682649769,527.6,0.01847557066,527.6,0.05641491826,527.6,0.06157022058
528.2,0.01623829797,528.2,0.01763265586,528.2,0.0400389413,528.2,0.049510448
528.9,0.0164890568,528.9,0.01819356035,528.9,0.04864600005,528.9,0.05603635151
529.5,0.01609124804,529.5,0.01677338134,529.5,0.03826595167,529.5,0.04813891589
530.2,0.01674058957,530.2,0.01852153367,530.2,0.04769503289,530.2,0.05785535102
530.8,0.01634819844,530.8,0.01722755817,530.8,0.04240830017,530.8,0.04563940989
531.5,0.01679012218,531.5,0.0169510011,531.5,0.03754063773,531.5,0.04293033054
532.2,0.01667403013,532.2,0.01829717187,532.2,0.04561579959,532.2,0.05326092075
