Run 1: Wavelength (nm),Run 1: Intensity (rel),Run 2: Wavelength (nm),Run 2: Intensity (rel),Run 3: Wavelength (nm),Run 3: Intensity (rel),Run 4: Wavelength (nm),Run 4: Intensity (rel)
532.8,0.01650376179,532.8,0.01885729733,532.8,0.04779174141,532.8,0.05510419517
533.5,0.01670266617,533.5,0.01671573283,533.5,0.03206048796,533.5,0.04094788
534.1,0.01593258891,534.1,0.01628726412,534.1,0.03513904268,534.1,0.0411517892
534.8,0.01631182293,534.8,0.01763966717,534.8,0.04368162909,534.8,0.04992716719
535.4,0.01672898036,535.4,0.01991600455,535.4,0.05834908876,535.4,0.06603032971
536.1,0.01650763152,536.1,0.01883003114,536.1,0.05211138888,536.1,0.0625582092
536.8,0.01619418299,536.8,0.01690192195,536.8,0.04045801158,536.8,0.04880000246
537.4,0.01649292653,537.4,0.01951090687,537.4,0.06893867229,537.4,0.0815225738
538.1,0.01716239068,538.1,0.01942209699,538.1,0.07024423738,538.1,0.08030397359
538.8,0.01671659721,538.8,0.01754228791,538.8,0.05443239349,538.8,0.06313676109
539.5,0.01702849785,539.5,0.01945559545,539.5,0.06768146146,539.5,0.07474340212
540.2,0.01684739425,540.2,0.01847245453,540.2,0.07296819418,540.2,0.08318864142
540.8,0.01694181579,540.8,0.02080410333,540.8,0.1222411878,540.8,0.1289128516
541.5,0.01721888881,541.5,0.01952882465,541.5,0.08616890789,541.5,0.09821399817
542.2,0.01711285807,542.2,0.01984511246,542.2,0.07988285374,542.2,0.08764470473
542.9,0.01675142483,542.9,0.01883392631,542.9,0.0592033474,542.9,0.06286488216
543.6,0.01686751688,543.6,0.01914787702,543.6,0.05485146376,543.6,0.05973180114
544.2,0.01708112625,544.2,0.018437398,544.2,0.06571505478,544.2,0.06839389625
544.9,0.01710124887,544.9,0.01975708161,544.9,0.07430599545,544.9,0.07720649577
545.6,0.01663997646,545.6,0.01886898284,545.6,0.0504028716,545.6,0.05678078191
546.3,0.0162042443,546.3,0.01843116572,546.3,0.04376221953,546.3,0.05208682454
547,0.01719489645,547,0.01920552553,547,0.04877494476,547,0.05803741281
547.6,0.01646196865,547.6,0.01684193634,547.6,0.0360255375,547.6,0.03952213394
548.3,0.01642404525,548.3,0.01852075463,548.3,0.0470341913,548.3,0.05797591638
549,0.01637451264,549,0.01762876069,549,0.04653453058,549,0.05938871583
549.7,0.01647048207,549.7,0.01790999197,549.7,0.04434247068,549.7,0.05078083467
550.4,0.01629711794,550.4,0.01715744511,550.4,0.03410748508,550.4,0.03920736934
551,0.01658966991,551,0.01868045661,551,0.04131227022,551,0.05013512221
551.7,0.0173883832,551.7,0.02127853504,551.7,0.064651261,551.7,0.07478062364
552.4,0.01677619113,552.4,0.01872408251,552.4,0.05776883761,552.4,0.06732175464
553.1,0.01664848988,553.1,0.01893286363,553.1,0.06171776906,553.1,0.07228435429
553.8,0.01589002182,553.8,0.01900453476,553.8,0.04790456803,553.8,0.05590688535
554.4,0.01707261283,554.4,0.01819823455,554.4,0.04840422874,554.4,0.05742649438
555.1,0.01632884977,555.1,0.01733740197,555.1,0.03802418036,555.1,0.03963218017
555.8,0.01696735604,555.8,0.01912840117,555.8,0.04226323738,555.8,0.04634904626
556.5,0.01675529456,556.5,0.01846778032,556.5,0.03623507264,556.5,0.04211307542
557.2,0.01628860452,557.2,0.01725482436,557.2,0.02791813946,557.2,0.03396884494
557.8,0.01624526349,557.8,0.01739816662,557.8,0.03671861526,557.8,0.03821857156
558.5,0.01672588458,558.5,0.01701721899,558.5,0.03476832667,558.5,0.04241084758
559.2,0.01699521813,559.2,0.01960049578,559.2,0.05422285835,559.2,0.06351706793
559.9,0.01639773105,559.9,0.01882301983,559.9,0.04198922989,559.9,0.04867458212
560.6,0.01654787677,560.6,0.01765446881,560.6,0.04364939291,560.6,0.04887363634
561.2,0.01637528659,561.2,0.01779547397,561.2,0.04144121492,561.2,0.04856372672
561.9,0.01663301094,561.9,0.01861112258,561.9,0.04487436757,561.9,0.05296800357
562.6,0.01626074243,562.6,0.01769809472,562.6,0.04872659049,562.6,0.05153740253
563.3,0.01641320999,563.3,0.01781105465,563.3,0.04318196837,563.3,0.04891328535
564,0.01667403013,564,0.01893286363,564,0.05446462966,564,0.0615564648
564.6,0.01668873512,564.6,0.01854100952,564.6,0.06368417575,564.6,0.07073723371
565.3,0.01702075838,565.3,0.01980304462,565.3,0.07814210028,565.3,0.09001393541
566,0.01685358583,566,0.0189390959,566,0.0557057224,566,0.06625770465
566.7,0.01705326415,566.7,0.01944702608,566.7,0.07048600869,566.7,0.07862334103
567.4,0.01730944061,567.4,0.02035537974,567.4,0.1054300225,567.4,0.1165593527
568,0.01702153233,568,0.02218299353,568,0.1440650784,568,0.1703323121
568.7,0.017157747,568.7,0.02169765534,568.7,0.1241270041,568.7,0.1477000094
569.4,0.01758341785,569.4,0.02129099959,569.4,0.1221122431,569.4,0.1405720883
570.1,0.01717245199,570.1,0.0196262039,570.1,0.09126222355,570.1,0.1029144289
570.7,0.01714072016,570.7,0.01888222642,570.7,0.07620792978,570.7,0.08917321455
571.4,0.01731176245,571.4,0.02020892134,571.4,0.09484043899,571.4,0.1180797709
572.1,0.01723591564,572.1,0.02276337387,572.1,0.1907108238,572.1,0.2237071631
572.8,0.01815459073,572.8,0.02353695465,572.8,0.2188530047,572.8,0.2555283263
573.5,0.01786126482,573.5,0.02236840363,573.5,0.140486863,573.5,0.165432018
574.1,0.01706951704,574.1,0.02005623068,574.1,0.0792864845,574.1,0.09786201206
574.8,0.01753311129,574.8,0.02199524633,574.8,0.1511892731,574.8,0.1829730641
575.5,0.01779083564,575.5,0.0226792382,575.5,0.214307704,575.5,0.2412360717
576.2,0.01754239865,576.2,0.02204588355,576.2,0.1659212051,576.2,0.1850477593
576.9,0.01803153315,576.9,0.02455203597,576.9,0.2092788606,576.9,0.2392811327
577.5,0.01836587826,577.5,0.0252742005,577.5,0.2360993583,577.5,0.2695778319
578.2,0.01770570147,578.2,0.02418588998,578.2,0.2477043814,578.2,0.2828764338
578.9,0.01783262878,578.9,0.02255459276,578.9,0.2141142869,578.9,0.2426844743
579.6,0.01743095029,579.6,0.02292229681,579.6,0.2319570098,579.6,0.2663047656
580.3,0.0185345987,580.3,0.02853445784,580.3,0.376310602,580.3,0.4296069035
580.9,0.01935188673,580.9,0.03421984807,580.9,0.4802400306,580.9,0.5481323617
581.6,0.01849203162,581.6,0.02694444942,581.6,0.2880640726,581.6,0.3264490783
582.3,0.01765384702,582.3,0.02414615925,582.3,0.2025898543,582.3,0.2347991761
583,0.01780321879,583,0.0251230679,583,0.2530878226,583,0.2981817611
583.7,0.01769331832,583.7,0.02325728144,583.7,0.1855046815,583.7,0.2088986621
584.3,0.01719025277,584.3,0.02002195318,584.3,0.1073480749,584.3,0.1245385138
585,0.01700063576,585,0.0194314454,585,0.1199846556,585,0.1327798439
585.7,0.01744797712,585.7,0.02237853107,585.7,0.1644866953,585.7,0.1870577214
586.4,0.01794407714,586.4,0.02304460515,586.4,0.2155004424,586.4,0.2539779691
587.1,0.01802921131,587.1,0.02467278624,587.1,0.260518261,587.1,0.2995994155
587.8,0.01895330402,587.8,0.03065966263,587.8,0.4143170525,587.8,0.455851312
588.4,0.02022412499,588.4,0.04256953463,588.4,0.6547344464,588.4,0.725156294
589.1,0.01934879094,589.1,0.03339952526,589.1,0.4615108128,589.1,0.5119481889
589.7,0.01822192412,589.7,0.02109935722,589.7,0.1578460433,589.7,0.1753644998
590.4,0.01694181579,590.4,0.02193603975,590.4,0.1367635847,590.4,0.1579488741
591.1,0.01756252128,591.1,0.02342711085,591.1,0.2021224298,591.1,0.2333046512
591.7,0.01817935703,591.7,0.02474835254,591.7,0.233826708,591.7,0.2709768756
592.4,0.01869557968,592.4,0.02602441025,592.4,0.2692542644,592.4,0.3128065819
593.1,0.01919709733,593.1,0.026957693,593.1,0.3281497564,593.1,0.3711739716
593.7,0.01804623815,593.7,0.02577278227,593.7,0.2729614246,593.7,0.3177109218
594.4,0.01824127279,594.4,0.02492519326,594.4,0.2029928065,594.4,0.2422216328
595.1,0.01730634482,595.1,0.02302201316,595.1,0.1731098722,595.1,0.197029043
595.7,0.01745649054,595.7,0.02444375024,595.7,0.2258966089,595.7,0.2619547027
596.4,0.01805784735,596.4,0.02566917074,596.4,0.2854529424,596.4,0.3280301837
597.1,0.01845101243,597.1,0.02765804458,597.1,0.3606115847,597.1,0.4140596363
597.7,0.01797813081,597.7,0.02483949952,597.7,0.2688835484,597.7,0.304744077
598.4,0.0174526208,598.4,0.02179815073,598.4,0.1790735646,598.4,0.2079381851
599.1,0.01757180864,599.1,0.02370834213,599.1,0.164792939,599.1,0.190797675
599.7,0.0175694868,599.7,0.02187449606,599.7,0.1428401037,599.7,0.1637109273
600.4,0.01760973204,600.4,0.02182385885,600.4,0.1792186274,600.4,0.2014859155
601.1,0.01809190102,601.1,0.02598779565,601.1,0.2820197898,601.1,0.3236663651
601.7,0.01903379451,601.7,0.03323826522,601.7,0.4501636792,601.7,0.5175799668
602.4,0.01919787127,602.4,0.03069004496,602.4,0.4278078917,602.4,0.4896994298
603.1,0.01808029182,603.1,0.0249742724,603.1,0.3044078134,603.1,0.3520898508
603.7,0.0172088275,603.7,0.02063271585,603.7,0.1147946314,603.7,0.1380499257
604.4,0.01753775497,604.4,0.0221409257,604.4,0.160924598,604.4,0.1903202685
605.1,0.01765462097,605.1,0.02320274906,605.1,0.1857948071,605.1,0.2167556396
605.7,0.01745494264,605.7,0.02326117661,605.7,0.1985442143,605.7,0.2310017719
606.4,0.01852763318,606.4,0.02701144635,606.4,0.3041338059,606.4,0.3599880956
607.1,0.01816387809,607.1,0.02339828659,607.1,0.2486553485,607.1,0.2809627621
607.7,0.01829622303,607.7,0.02480210588,607.7,0.2534424206,607.7,0.2950770008
608.4,0.01829699697,608.4,0.02360473061,608.4,0.2298938946,608.4,0.2677288933
609.1,0.01848893583,609.1,0.02381195365,609.1,0.2265252143,609.1,0.2654535256
609.7,0.01793401583,609.7,0.02211210144,609.7,0.1391812979,609.7,0.1591682835
610.4,0.01730402298,610.4,0.02026501179,610.4,0.1112486521,610.4,0.1149822931
611.1,0.01788061349,611.1,0.02361719515,611.1,0.2082956573,611.1,0.2233260471
611.7,0.01857871368,611.7,0.02844486893,611.7,0.3286655352,611.7,0.3720842805
612.4,0.01850518871,612.4,0.02640613692,612.4,0.2969290208,612.4,0.3348676152
613.1,0.01894169482,613.1,0.0270768852,613.1,0.3049397103,613.1,0.350353386
613.7,0.01737135637,613.7,0.02294021459,613.7,0.1749312161,613.7,0.2010643413
614.4,0.01689305713,614.4,0.02075736129,614.4,0.1135051844,614.4,0.1293716473
615.1,0.0173899311,615.1,0.02003675482,615.1,0.1234983987,615.1,0.1447247153
615.7,0.01805242972,615.7,0.02078852265,615.7,0.1561858802,615.7,0.1829657816
616.4,0.0178790656,616.4,0.02064985459,616.4,0.1392780064,616.4,0.1654538655
617.1,0.01735587743,617.1,0.02217286609,617.1,0.1642126878,617.1,0.1909789276
617.7,0.01724597696,617.7,0.01985368183,617.7,0.1135857748,617.7,0.1328923177
618.4,0.017157747,618.4,0.02009751948,618.4,0.08758729959,618.4,0.1030859715
619.1,0.01723746354,619.1,0.02297371306,619.1,0.1577654528,619.1,0.1800018158
619.7,0.0182908054,619.7,0.02256783633,619.7,0.176027246,619.7,0.2079365668
620.4,0.01640082684,620.4,0.01832054289,620.4,0.04709866365,620.4,0.05139579892
621.1,0.01654323309,621.1,0.01880899722,621.1,0.06158882436,621.1,0.06810583405
621.7,0.01722275855,621.7,0.02217754029,621.7,0.1574108549,621.7,0.1932057455
622.4,0.01768325701,622.4,0.02356032567,622.4,0.2227696999,622.4,0.2613017078
623.1,0.01767629148,623.1,0.02280466267,623.1,0.1713530006,623.1,0.1974538538
623.7,0.0175447205,623.7,0.01943923574,623.7,0.109378954,623.7,0.1288117062
624.4,0.01666474276,624.4,0.01708499495,624.4,0.03802418036,624.4,0.04426787778
625.1,0.01619882667,625.1,0.01793258395,625.1,0.04216652886,625.1,0.04359303543
625.7,0.01651459705,625.7,0.01794115333,625.7,0.04621216883,625.7,0.05434519982
626.4,0.01683578505,626.4,0.01986069314,626.4,0.07557932436,626.4,0.09004387446
627.1,0.01719489645,627.1,0.01931459029,627.1,0.0871843474,627.1,0.1103797712
627.7,0.01703081969,627.7,0.01879886978,627.7,0.07298431227,627.7,0.08848380726
628.4,0.01661907989,628.4,0.0193628904,628.4,0.06616636123,628.4,0.08033148515
629.1,0.01638689579,629.1,0.01941196955,629.1,0.0724201792,629.1,0.08732265766
629.7,0.01718947883,629.7,0.01889469096,629.7,0.09777393093,629.7,0.1127789409
630.4,0.01724907274,630.4,0.01846154805,630.4,0.05433568496,630.4,0.06045033832
631.1,0.01696580814,631.1,0.01850751106,631.1,0.05776883761,631.1,0.06804919261
631.7,0.01705790784,631.7,0.01990743518,631.7,0.1025126487,631.7,0.1198744955
632.4,0.01716858226,632.4,0.02293008715,632.4,0.1689191694,632.4,0.1995366406
633.1,0.01742630661,633.1,0.01906296231,633.1,0.07370962621,633.1,0.09375388904
633.7,0.01645500313,633.7,0.01800970832,633.7,0.04598651561,633.7,0.05774530479
634.4,0.0156903435,634.4,0.01753683468,634.4,0.03310816365,634.4,0.03442925896
635.1,0.01636135554,635.1,0.01688556224,635.1,0.02865957148,635.1,0.03063185473
635.7,0.01683036742,635.7,0.01845531578,635.7,0.04792068611,635.7,0.05345916581
636.4,0.01624681139,636.4,0.01947974551,636.4,0.0496292034,636.4,0.05640937587
637.1,0.01685900346,637.1,0.01969397986,637.1,0.04676018381,637.1,0.05373347223
637.7,0.01690544028,637.7,0.01704448518,637.7,0.03365617863,637.7,0.03709221599
638.4,0.0159852173,638.4,0.01721119846,638.4,0.03223778692,638.4,0.03597314289
639.1,0.01607809094,639.1,0.01902478964,639.1,0.04194087563,639.1,0.05212890104
639.7,0.01676922561,639.7,0.01759370416,639.7,0.04232770973,639.7,0.04835981752
640.4,0.01609589172,640.4,0.01645787257,640.4,0.02179326619,640.4,0.02402017989
641.1,0.01593800654,641.1,0.01726417277,641.1,0.0295460663,641.1,0.03182698919
641.7,0.01604016754,641.7,0.01770121085,641.7,0.0307065686,641.7,0.03594401301
642.4,0.0170145668,642.4,0.0208103356,642.4,0.06237861065,642.4,0.0718652076
643,0.01731950192,643,0.01843661896,643,0.05294952943,643,0.05905857712
643.7,0.01652233652,643.7,0.01847479163,643.7,0.03982940616,643.7,0.04432047341
644.3,0.01606029016,644.3,0.01734363424,644.3,0.02836944591,644.3,0.02787260724
645,0.01605255069,645,0.01777210295,645,0.03189930708,645,0.03404490631
645.6,0.01626925585,645.6,0.01613613152,645.6,0.02724117978,645.6,0.02835648701
646.3,0.01633968503,646.3,0.01734363424,646.3,0.03197989752,646.3,0.02950549916
646.9,0.0162684819,646.9,0.01638775951,646.9,0.02317942172,646.9,0.02729000953
647.6,0.01684120268,647.6,0.01823017495,647.6,0.03011019936,647.6,0.03839011422
648.2,0.01620888798,648.2,0.01613613152,648.2,0.02608067748,648.2,0.02533345223
648.9,0.01624139376,648.9,0.018437398,648.9,0.03712156745,648.9,0.03823475483
649.5,0.01618102589,649.5,0.01761707518,649.5,0.03765346434,649.5,0.03979077622
650.2,0.01623288034,650.2,0.01623818498,650.2,0.033172636,650.2,0.03313378822
650.8,0.016398505,650.8,0.01686141219,650.8,0.04247277252,650.8,0.04295946042
651.5,0.01682959347,651.5,0.01846855936,651.5,0.08338047874,651.5,0.08807841636
652.1,0.0175694868,652.1,0.02277895455,652.1,0.1792669816,652.1,0.19121844
652.8,0.01889680589,652.8,0.03113331531,652.8,0.4311926901,652.8,0.4568894688
653.4,0.0216373522,653.4,0.0636104643,653.4,0.9041618514,653.4,0.9294134325
654.1,0.02794037652,654.1,0.2163766972,654.1,1.016118088,654.1,1.01618327
654.7,0.08025841935,654.7,0.7911222842,654.7,1.016118088,654.7,1.01618327
655.4,0.4296614334,655.4,1.01558068,655.4,1.016118088,655.4,1.01618327
656,0.8171023943,656,1.01558068,656,1.016118088,656,1.01618327
656.7,0.06807881551,656.7,1.01558068,656.7,1.016118088,656.7,1.01618327
657.3,0.01715852095,657.3,0.5003899065,657.3,1.016118088,657.3,1.01618327
658,0.01646583839,658,0.01672975544,658,1.016118088,658,1.01618327
658.6,0.0165532944,658.6,0.01920552553,658.6,1.016118088,658.6,1.01618327
659.3,0.01664771593,659.3,0.01655914699,659.3,1.016118088,659.3,1.01618327
659.9,0.01622049719,659.9,0.01769264148,659.9,1.016118088,659.9,1.01618327
660.6,0.01568183008,660.6,0.01654278727,660.6,1.016118088,660.6,1.01618327
661.2,0.01571124007,661.2,0.01689335258,661.2,1.016118088,661.2,1.01618327
661.9,0.01649060469,661.9,0.0179840002,661.9,1.016118088,661.9,1.01618327
662.5,0.01598753914,662.5,0.01538514273,662.5,1.016118088,662.5,1.01618327
663.2,0.01637606053,663.2,0.01677026521,663.2,0.7506531855,663.2,1.01618327
663.8,0.01626538611,663.8,0.01820057166,663.8,0.03588047471,663.8,0.05685441579
664.5,0.0152770558,664.5,0.01627402054,664.5,0.01976238715,664.5,0.01970248353
665.1,0.01585983789,665.1,0.01818187484,665.1,0.0303197345,665.1,0.03412501349
665.8,0.01547596018,665.8,0.01697904632,665.8,0.02248634395,665.8,0.02434950943
666.4,0.01614619828,666.4,0.01504003066,666.4,0.01357304153,666.4,0.01479814365
667.1,0.01578012135,667.1,0.01586892285,667.1,0.01795716135,667.1,0.01825489006
667.8,0.01586370762,667.8,0.01553160113,667.8,0.01510425985,667.8,0.01806878246
668.4,0.01635284212,668.4,0.01551134624,668.4,0.02097124372,668.4,0.02496690117
669.1,0.01611446645,669.1,0.01798789537,669.1,0.03139964637,669.1,0.0358444859
669.7,0.01626306427,669.7,0.01647345325,669.7,0.02309883128,669.7,0.02733127687
670.4,0.01577160793,670.4,0.0150820985,670.4,0.010897439,670.4,0.01086965493
671.1,0.01585209842,671.1,0.01449392782,671.1,0.01378257667,671.1,0.01186411685
671.7,0.01544809809,671.7,0.01733740197,671.7,0.02764413197,671.7,0.0281728069
672.4,0.01623907192,672.4,0.01709823853,672.4,0.02469452195,672.4,0.02644928867
673.1,0.01561062696,673.1,0.01648124359,673.1,0.01939167114,673.1,0.02043153983
673.7,0.01576541636,673.7,0.01563443362,673.7,0.01855353059,673.7,0.01811328645
674.4,0.01541946205,674.4,0.01624285918,674.4,0.02385638139,674.4,0.02469987722
675.1,0.01577779951,675.1,0.01614314283,675.1,0.01826340501,675.1,0.0222626768
675.7,0.01534980682,675.7,0.01562975941,675.7,0.01407270225,675.7,0.01384818572
676.4,0.01597825178,676.4,0.01580660013,676.4,0.01711902079,676.4,0.01736723771
677.1,0.0162568727,677.1,0.01628882219,677.1,0.01808610605,677.1,0.02050436455
677.7,0.01583507159,677.7,0.01575362582,677.7,0.01532991308,677.7,0.0178616366
678.4,0.01615858143,678.4,0.01670171021,678.4,0.02469452195,678.4,0.02461977003
679.1,0.01602004492,679.1,0.01553705436,679.1,0.0158134557,679.1,0.01356983348
679.7,0.01628241295,679.7,0.01883626341,679.7,0.03742781112,679.7,0.04152562273
680.4,0.01583429764,680.4,0.01673676674,680.4,0.03025526215,680.4,0.02903132935
681.1,0.01631569267,681.1,0.01707954171,681.1,0.02988454614,681.1,0.02919397121
681.7,0.01586293368,681.7,0.016376074,681.7,0.02093900754,681.7,0.02152633803
682.4,0.01594497206,682.4,0.01787259834,682.4,0.03052926964,682.4,0.03391544015
683.1,0.01546202914,683.1,0.01652564853,683.1,0.02401756227,683.1,0.02333724591
683.7,0.01618025195,683.7,0.015574448,683.7,0.01707066653,683.7,0.01753878037
684.4,0.01577315583,684.4,0.01783987891,684.4,0.02917535029,684.4,0.03285300849
685.1,0.01571588375,685.1,0.01594215205,685.1,0.01541050351,685.1,0.0179061406
685.7,0.01511375299,685.7,0.01550277687,685.7,0.01745750063,685.7,0.01713905361
686.4,0.01553091042,686.4,0.0156936402,686.4,0.0229376504,686.4,0.02092351123
687.1,0.01563694116,687.1,0.01788817902,687.1,0.03046479729,687.1,0.03117965841
687.7,0.01551620542,687.7,0.01638775951,687.7,0.01924660835,687.7,0.01931732171
688.4,0.01603397596,688.4,0.01796530338,688.4,0.03542916826,688.4,0.03586714248
689.1,0.01518340822,689.1,0.01592189717,689.1,0.01728020167,689.1,0.01906405354
689.7,0.0163853479,689.7,0.01609640079,689.7,0.0154266216,689.7,0.0189321599
690.4,0.01577238188,690.4,0.01573960321,690.4,0.0216482034,690.4,0.01770708638
691.1,0.01578786082,691.1,0.01589696808,691.1,0.01186452425,691.1,0.01123944264
691.7,0.01551233569,691.7,0.01557133186,691.7,0.01666771434,691.7,0.01876789971
692.4,0.01605332464,692.4,0.0172260001,692.4,0.02764413197,692.4,0.02878534365
693.1,0.01626151638,693.1,0.01836261073,693.1,0.03089998565,693.1,0.03415980752
693.7,0.01532891025,693.7,0.01623039464,693.7,0.02043934683,693.7,0.01975346083
694.4,0.01575999873,694.4,0.01637996917,694.4,0.02158373105,694.4,0.02142762008
695.1,0.01532271868,695.1,0.01533138938,695.1,0.008705379089,695.1,0.01259640981
695.7,0.01560443538,695.7,0.01650617268,695.7,0.02089065328,695.7,0.02364634636
696.4,0.01632652793,696.4,0.01696034951,696.4,0.02648362966,696.4,0.02745426972
697.1,0.01510601352,697.1,0.01494265141,697.1,0.00876985144,697.1,0.009837971485
697.7,0.01524841976,697.7,0.01572635963,697.7,0.0182795231,697.7,0.01661147902
698.4,0.01588924788,698.4,0.01701877706,698.4,0.02914311411,698.4,0.03114567354
699.1,0.01502552303,699.1,0.01654356631,699.1,0.02751518727,699.1,0.02684739711
699.7,0.01556960777,699.7,0.01699774314,699.7,0.02292153231,699.7,0.02572832401
700.4,0.01546899466,700.4,0.01581516951,700.4,0.02106795225,700.4,0.01904544278
701.1,0.01599295677,701.1,0.01760305257,701.1,0.03257626676,701.1,0.03255685466
701.7,0.01587841262,701.7,0.01632465775,701.7,0.01895648278,701.7,0.0231114893
702.4,0.01577625161,702.4,0.01619222197,702.4,0.02469452195,702.4,0.02394573685
703.1,0.01614697222,703.1,0.01737090043,703.1,0.0325279125,703.1,0.03493660447
703.7,0.0160362978,703.7,0.01671495379,703.7,0.02590337851,703.7,0.02512226056
704.4,0.01604713306,704.4,0.01755631053,704.4,0.02706388082,704.4,0.03112058947
705.1,0.01631104899,705.1,0.01690893326,705.1,0.01871471146,705.1,0.02250057086
705.7,0.01555025909,705.7,0.01600213767,705.7,0.01813446031,705.7,0.02128035233
706.4,0.01544732414,706.4,0.01717614193,706.4,0.02803096607,706.4,0.02734422349
707.1,0.01566789904,707.1,0.0177915788,707.1,0.03233449545,707.1,0.03031304431
707.8,0.01565474194,707.8,0.01589385194,707.8,0.01521708646,707.8,0.01796925535
708.5,0.01579714818,708.5,0.01667600209,708.5,0.01779598047,708.5,0.0206184566
709.1,0.01577006004,709.1,0.01588294547,709.1,0.02108407033,709.1,0.02114926784
709.8,0.01586525552,709.8,0.0166876876,709.8,0.02301824084,709.8,0.02484148083
710.5,0.01615084196,710.5,0.01905205583,710.5,0.04273066192,710.5,0.04468055116
711.2,0.01662372357,711.2,0.01654434534,711.2,0.02409815271,711.2,0.0274680255
711.9,0.01642094946,711.9,0.01594682625,711.9,0.02490405708,711.9,0.02212188235
712.5,0.01534825893,712.5,0.01631297224,712.5,0.02274423335,712.5,0.02254345653
713.2,0.01600224414,713.2,0.018093844,713.2,0.0287723981,713.2,0.03263534352
713.9,0.01638999158,713.9,0.01705850779,713.9,0.02819214695,713.9,0.02708043619
714.6,0.01537999075,714.6,0.01597487148,714.6,0.01605522702,714.6,0.01665031887
715.3,0.01598444336,715.3,0.01697670922,715.3,0.02314718554,715.3,0.02351768937
715.9,0.01548137781,715.9,0.01619222197,715.9,0.01961732437,715.9,0.02112499294
716.6,0.01608660436,716.6,0.0173405181,716.6,0.03199601561,716.6,0.03516236108
